enteredby,2023-2024,bill.no,org,support.lvl,sponsor
Ahmed,2023-2024,SB-423,California Housing Consortium,3,1
Ahmed,2023-2024,SB-423,California Housing Partnership ,3,0
Ahmed,2023-2024,SB-423,California School Employees Association,3,0
Ahmed,2023-2024,SB-423,California Teamsters,0,0
Ahmed,2023-2024,SB-423,California YIMBY,3,1
Ahmed,2023-2024,SB-423,Carpenters Local 1109,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 152,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 1599,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 1607,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 1789,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 180,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 213,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 217,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 22,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 323,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 35,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 405,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 46,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 505,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 562,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 605,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 619,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 661,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 701,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 713,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 714,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 721,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 751,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 805,3,0
Ahmed,2023-2024,SB-423,Carpenters Local 951,3,0
Ahmed,2023-2024,SB-423,Carpenters Women's Auxiliary 007,3,0
Ahmed,2023-2024,SB-423,Carpenters Women's Auxiliary 101,3,0
Ahmed,2023-2024,SB-423,Carpenters Women's Auxiliary 1904,3,0
Ahmed,2023-2024,SB-423,Carpenters Women's Auxiliary 417,3,0
Ahmed,2023-2024,SB-423,Carpenters Women's Auxiliary 710,3,0
Ahmed,2023-2024,SB-423,Carpenters Women's Auxiliary 91,3,0
Ahmed,2023-2024,SB-423,City and County of San Francisco,3,0
Ahmed,2023-2024,SB-423,City of Agoura Hills,0,0
Ahmed,2023-2024,SB-423,City of Bakersfield,0,0
Ahmed,2023-2024,SB-423,City of Banning,0,0
Ahmed,2023-2024,SB-423,City of Bellflower,0,0
Ahmed,2023-2024,SB-423,City of Beverly Hills,0,0
Ahmed,2023-2024,SB-423,City of Big Bear Lake,0,0
Ahmed,2023-2024,SB-423,City of Camarillo,0,0
Ahmed,2023-2024,SB-423,City of Chino Hills ,0,0
Ahmed,2023-2024,SB-423,City of Clovis ,0,0
Ahmed,2023-2024,SB-423,City of Colton ,0,0
Ahmed,2023-2024,SB-423,City of Concord ,0,0
Ahmed,2023-2024,SB-423,City of Duarte ,0,0
Ahmed,2023-2024,SB-423,City of Eastvale,0,0
Ahmed,2023-2024,SB-423,City of Fortuna ,0,0
Ahmed,2023-2024,SB-423,City of Fullerton ,0,0
Ahmed,2023-2024,SB-423,City of Glendora ,0,0
Ahmed,2023-2024,SB-423,City of Hesperia ,0,0
Ahmed,2023-2024,SB-423,City of Indian Wells ,0,0
Ahmed,2023-2024,SB-423,City of Inglewood ,0,0
Ahmed,2023-2024,SB-423,City of La Habra ,0,0
Ahmed,2023-2024,SB-423,City of Laguna Beach ,0,0
Ahmed,2023-2024,SB-423,City of Laguna Niguel,0,0
Ahmed,2023-2024,SB-423,City of Lake Forest,0,0
Ahmed,2023-2024,SB-423,City of Lakeport ,0,0
Ahmed,2023-2024,SB-423,City of Lakewood,0,0
Ahmed,2023-2024,SB-423,City of Lincoln ,0,0
Ahmed,2023-2024,SB-423,City of Lodi ,0,0
Ahmed,2023-2024,SB-423,City of Manhattan Beach ,0,0
Ahmed,2023-2024,SB-423,City of Menifee ,0,0
Ahmed,2023-2024,SB-423,City of Mission Viejo ,0,0
Ahmed,2023-2024,SB-423,City of Montclair ,0,0
Ahmed,2023-2024,SB-423,City of Montebello ,0,0
Ahmed,2023-2024,SB-423,City of Morgan Hill ,0,0
Ahmed,2023-2024,SB-423,City of Newport Beach ,0,0
Ahmed,2023-2024,SB-423,City of Norwalk ,0,0
Ahmed,2023-2024,SB-423,City of Novato ,0,0
Ahmed,2023-2024,SB-423,City of Oceanside ,0,0
Ahmed,2023-2024,SB-423,City of Orinda,0,0
Ahmed,2023-2024,SB-423,City of Palm Desert,0,0
Ahmed,2023-2024,SB-423,City of Paramount ,0,0
Ahmed,2023-2024,SB-423,City of Perris,0,0
Ahmed,2023-2024,SB-423,City of Pico Rivera ,0,0
Ahmed,2023-2024,SB-423,City of Pinole ,0,0
Ahmed,2023-2024,SB-423,City of Pismo Beach ,0,0
Ahmed,2023-2024,SB-423,City of Placentia,0,0
Ahmed,2023-2024,SB-423,City of Rancho Cucamonga ,0,0
Ahmed,2023-2024,SB-423,City of Redding ,0,0
Ahmed,2023-2024,SB-423,City of San Marcos,0,0
Ahmed,2023-2024,SB-423,City of Santa Clarita ,0,0
Ahmed,2023-2024,SB-423,City of Stockton ,0,0
Ahmed,2023-2024,SB-423,City of Temecula ,0,0
Ahmed,2023-2024,SB-423,City of Thousand Oaks ,0,0
Ahmed,2023-2024,SB-423,City of Torrance ,0,0
Ahmed,2023-2024,SB-423,City of Tustin ,0,0
Ahmed,2023-2024,SB-423,City of Visalia ,0,0
Ahmed,2023-2024,SB-423,City of Vista ,0,0
Ahmed,2023-2024,SB-423,City of West Hollywood,3,0
Ahmed,2023-2024,SB-423,City of Whittier ,0,0
Ahmed,2023-2024,SB-423,City of Yorba Linda,0,0
Ahmed,2023-2024,SB-423,CivicWell,3,0
Ahmed,2023-2024,SB-423,Climate Action Campaign,3,0
Ahmed,2023-2024,SB-423,Community Coalition,3,0
Ahmed,2023-2024,SB-423,Construction Employers' Association,3,0
Ahmed,2023-2024,SB-423,Council of Infill Builders,3,0
Ahmed,2023-2024,SB-423,CRP Affordable Housing and Community Development,3,0
Ahmed,2023-2024,SB-423,Culver City for More Homes,3,0
Ahmed,2023-2024,SB-423,Cupertino for All,3,0
Ahmed,2023-2024,SB-423,Destination: Home,3,0
Ahmed,2023-2024,SB-423,"Devine and Gong, INC.",3,0
Ahmed,2023-2024,SB-423,DignityMoves,3,0
Ahmed,2023-2024,SB-423,District Council of Iron Workers of the State of California and Vicinity,0,0
Ahmed,2023-2024,SB-423,District Council of Plasterers and Cement Masons of Northern California,3,0
Ahmed,2023-2024,SB-423,Drywall Lathers Local 9109,3,0
Ahmed,2023-2024,SB-423,Drywall Lathers Union Local 9068,3,0
Ahmed,2023-2024,SB-423,Drywall Lathers Union Local 9083,3,0
Ahmed,2023-2024,SB-423,Drywall Local Union 9144,3,0
Ahmed,2023-2024,SB-423,East Bay for Everyone,3,0
Ahmed,2023-2024,SB-423,East Bay YIMBY,3,0
Ahmed,2023-2024,SB-423,Eastside Housing for All,3,0
Ahmed,2023-2024,SB-423,Eden Housing,3,0
Ahmed,2023-2024,SB-423,"Fieldstead and Company, INC.",3,0
Ahmed,2023-2024,SB-423,Fremont for Everyone,3,0
Ahmed,2023-2024,SB-423,Generation Housing,3,0
Ahmed,2023-2024,SB-423,Greenbelt Alliance,3,0
Ahmed,2023-2024,SB-423,Grow the Richmond,3,0
Ahmed,2023-2024,SB-423,Habitat for Humanity California,3,0
Ahmed,2023-2024,SB-423,Heat and Frost Insulators and Allied Workers Local 16,0,0
Ahmed,2023-2024,SB-423,Hills 2000 -- Friends of the Hills,0,0
Ahmed,2023-2024,SB-423,Housing Action Coalition,3,0
Ahmed,2023-2024,SB-423,Imagine LA,3,0
Ahmed,2023-2024,SB-423,Inclusive Lafayette,3,0
Ahmed,2023-2024,SB-423,Industrial Carpenters Union Local 2236,3,0
Ahmed,2023-2024,SB-423,Inner City Law Center,3,1
Ahmed,2023-2024,SB-423,International Brotherhood of Boilermakers Local 92,0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local 11",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local 40",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local 428",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local 440",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local 595",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local 6",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local Union 302",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local Union 413",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local Union 441",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local Union 569",0,0
Ahmed,2023-2024,SB-423,"International Brotherhood of Electrical Workers, Local Union 639",0,0
Ahmed,2023-2024,SB-423,International Brothers of Electrical Workers Local 569,0,0
Ahmed,2023-2024,SB-423,"International Union of Operating Engineers, Cal-Nevada Conference",0,0
Ahmed,2023-2024,SB-423,"International Union of Painters and Allied Trades, District Council 36",0,0
Ahmed,2023-2024,SB-423,Iron Workers Local 229,0,0
Ahmed,2023-2024,SB-423,Iron Workers Local 377,0,0
Ahmed,2023-2024,SB-423,Iron Workers Local 378,0,0
Ahmed,2023-2024,SB-423,Iron Workers Local 433,0,0
Ahmed,2023-2024,SB-423,Lanterman Housing Alliance,3,0
Ahmed,2023-2024,SB-423,League of California Cities,0,0
Ahmed,2023-2024,SB-423,LISC San Diego,3,0
Ahmed,2023-2024,SB-423,Livable Communities Initiative,3,0
Ahmed,2023-2024,SB-423,Los Angeles Area Chamber of Commerce,3,0
Ahmed,2023-2024,SB-423,Mariposa Counties,0,0
Ahmed,2023-2024,SB-423,Mercy Housing ,3,0
Ahmed,2023-2024,SB-423,Merritt Community Capital Corporation,3,0
Ahmed,2023-2024,SB-423,Midcoast Community Council,0,0
Ahmed,2023-2024,SB-423,MidPen Housing Corporation,3,0
Ahmed,2023-2024,SB-423,Millwrights Local 102,3,0
Ahmed,2023-2024,SB-423,Mission Street Neighbors,0,0
Ahmed,2023-2024,SB-423,Mountain View YIMBY,3,0
Ahmed,2023-2024,SB-423,Napa-Solano for Everyone,3,0
Ahmed,2023-2024,SB-423,Neighborhood Housing Services of Los Angeles County,3,0
Ahmed,2023-2024,SB-423,New Livable California Dba Livable California,0,0
Ahmed,2023-2024,SB-423,Non-Profit Housing Association of Northern California ,3,0
Ahmed,2023-2024,SB-423,Northern Neighbors ,3,0
Ahmed,2023-2024,SB-423,Novin Development Corp.,3,0
Ahmed,2023-2024,SB-423,Orange County Council of Governments,0,0
Ahmed,2023-2024,SB-423,Orange County Labor Federation,0,0
Ahmed,2023-2024,SB-423,Peninsula for Everyone,3,0
Ahmed,2023-2024,SB-423,Peninsula Interfaith Climate Action,3,0
Ahmed,2023-2024,SB-423,People for Housing Orange County,3,0
Ahmed,2023-2024,SB-423,Santa Rosa YIMBY,3,0
Ahmed,2023-2024,SB-423,SEIU California,3,0
Ahmed,2023-2024,SB-423,Sheet Metal Workers' Local Union No. 104,0,0
Ahmed,2023-2024,SB-423,Silicon Valley Community Foundation,3,0
Ahmed,2023-2024,SB-423,Silicon Valley Leadership Group,3,0
Ahmed,2023-2024,SB-423,South Bay YIMBY,3,0
Ahmed,2023-2024,SB-423,South Pasadena Residents for Responsible Growth,3,0
Ahmed,2023-2024,SB-423,Southside Forward,3,0
Ahmed,2023-2024,SB-423,Southwest Regional Council of Carpenters,3,0
Ahmed,2023-2024,SB-423,Streets for All,3,0
Ahmed,2023-2024,SB-423,Summerhill Housing Group,3,0
Ahmed,2023-2024,SB-423,Supportive Housing Alliance,3,0
Ahmed,2023-2024,SB-423,Sustainable Growth Yolo,3,0
Ahmed,2023-2024,SB-423,Sustainable Tamalmonte,0,0
Ahmed,2023-2024,SB-423,SV@Home,3,0
Ahmed,2023-2024,SB-423,Teamsters Local 166,0,0
Ahmed,2023-2024,SB-423,The Greenlining Institute,3,0
Ahmed,2023-2024,SB-423,The Pacific Companies,3,0
Ahmed,2023-2024,SB-423,Tri-Counties Building and Construction Trades Council,0,0
Ahmed,2023-2024,SB-423,United Association Local 159,0,0
Ahmed,2023-2024,SB-423,United Association Local 250,0,0
Ahmed,2023-2024,SB-423,United Association Local 669,0,0
Ahmed,2023-2024,SB-423,United Association of Plumbers and Steamfitters Local 230,0,0
Ahmed,2023-2024,SB-423,United Association of Plumbers and Steamfitters Local 460,0,0
Ahmed,2023-2024,SB-423,United Association of Plumbers and Steamfitters Local 484,0,0
Ahmed,2023-2024,SB-423,United Association of Plumbers and Steamfitters Local 582,0,0
Ahmed,2023-2024,SB-423,Ventura Council of Governments,0,0
Ahmed,2023-2024,SB-423,Ventura County Clergy and Laity United for Economic Justice,3,0
Ahmed,2023-2024,SB-423,Young Community Developers,0,0
Ahmed,2023-2024,SB-423,Zillow Group,3,0
Ahmed,2023-2024,SB312,Physicians for Social Responsibility - Los Angeles,0,0
Ahmed,2023-2024,SB312,Planning and Conservation League,0,0
Ahmed,2023-2024,SB312,University of California Student Association,3,0
Ahmed,2023-2024,SB423,BuildCasa,3,0
Ahmed,2023-2024,SB423,Non-Profit Housing Association of Northern California,3,0
Ahmed,2023-2024,SB423,Pile Drivers Local 34,3,0
Ahmed,2023-2024,SB423,Place Initiative,3,0
Ahmed,2023-2024,SB423,"Plumbers and Pipefitters, United Association Local Union 228",0,0
Ahmed,2023-2024,SB423,"Plumbers and Pipefitters, United Association Local Union 38",0,0
Ahmed,2023-2024,SB423,"Plumbers and Pipefitters, United Association Local Union 403",0,0
Ahmed,2023-2024,SB423,"Plumbers and Pipefitters, United Association Local Union 447",0,0
Ahmed,2023-2024,SB423,Progress Noe Valley,3,0
Ahmed,2023-2024,SB423,Redstone Labor Temple Association,0,0
Ahmed,2023-2024,SB423,Resources for Community Development,3,0
Ahmed,2023-2024,SB423,Sacramento-Sierra Building and Construction Trades Council,0,0
Ahmed,2023-2024,SB423,San Francisco Bay Area Planning and Urban Research Association,3,0
Ahmed,2023-2024,SB423,San Francisco Building and Construction Trades Council,0,0
Ahmed,2023-2024,SB423,San Francisco YIMBY,3,0
Ahmed,2023-2024,SB423,San Gabriel Valley Council of Governments,0,0
Ahmed,2023-2024,SB423,San Joaquin Building Trades Council,0,0
Ahmed,2023-2024,SB423,SLO County YIMBY,3,0
Ahmed,2023-2024,SB423,Santa Cruz YIMBY,3,0
Ahmed,2023-2024,SB423,The San Francisco Housing Accelerator Fund,3,0
Ahmed,2023-2024,SB423,The United Way of Greater Los Angeles,3,0
Ahmed,2023-2024,SB423,Town of Apple Valley,0,0
Ahmed,2023-2024,SB423,Town of Atherton,0,0
Ahmed,2023-2024,SB423,Town of Paradise,0,0
Ahmed,2023-2024,SB423,Union Station Homeless Services,3,0
Ahmed,2023-2024,SB423,United Neighbors San Dimas,0,0
Ahmed,2023-2024,SB423,United to Save the Mission,0,0
Ahmed,2023-2024,SB423,"United Union of Roofers, Waterproofers & Allied Workers Local 220",0,0
Ahmed,2023-2024,SB423,"United Union of Roofers, Waterproofers & Allied Workers Local 40",0,0
Ahmed,2023-2024,SB423,Urban Environmentalists,3,0
Ahmed,2023-2024,SB423,Urban League of San Diego County,3,0
Ahmed,2023-2024,SB423,Ventura County YIMBY,3,0
Ahmed,2023-2024,SB423,Vizcaya Homeowners Association,0,0
Ahmed,2023-2024,SB423,Wall and Ceiling Alliance,3,0
Ahmed,2023-2024,SB423,Westside Council of Chambers of Commerce,3,0
Ahmed,2023-2024,SB423,Westside for Everyone,3,0
Ahmed,2023-2024,SB423,YIMBY Action,3,0
Ahmed,2023-2024,SB423,YIMBY Democrats of San Diego County,3,0
Aliamus,2023-2024,AB-1017,Midpeninsula Regional Open Space District,3,0
Aliamus,2023-2024,AB-1868,California State Board of Equalization,3,0
Aliamus,2023-2024,AB-1868,Habitat for Humanity,3,1
Aliamus,2023-2024,AB-1868,Housing Action Coalition,3,0
Aliamus,2023-2024,AB-1868,Livable California,3,0
Aliamus,2023-2024,AB-1868,Mission Street Neighbors,3,0
Aliamus,2023-2024,AB-2247,"Golden State Manufactured Home Owners League, INC.",0,0
Aliamus,2023-2024,AB-2247,Western Manufactured Housing Communities Association,3,0
Aliamus,2023-2024,AB-2498,California Apartment Association,3,0
Aliamus,2023-2024,AB-2498,California Coalition for Youth,3,0
Aliamus,2023-2024,AB-2498,CalPace,3,0
Aliamus,2023-2024,AB-2498,City of Thousand Oaks,3,0
Aliamus,2023-2024,AB-2498,Community Clinic Association of Los Angeles County ,3,0
Aliamus,2023-2024,AB-2498,Dolores Huerta Foundation,3,0
Aliamus,2023-2024,AB-2498,Ella Baker Center for Human Rights,3,0
Aliamus,2023-2024,AB-2498,Equality California,3,0
Aliamus,2023-2024,AB-2498,Initiate Justice Action,3,0
Aliamus,2023-2024,AB-2498,Jewish Family Service of Los Angeles,3,0
Aliamus,2023-2024,AB-2498,League of California Cities,3,0
Aliamus,2023-2024,AB-2498,Livable California,3,0
Aliamus,2023-2024,AB-2498,Los Angeles County,3,1
Aliamus,2023-2024,AB-2498,Los Angeles County Democratic Party,3,0
Aliamus,2023-2024,AB-2498,Mission Street Neighbors,3,0
Aliamus,2023-2024,AB-2498,Power CA Action,3,0
Aliamus,2023-2024,AB-2498,Santa Monica Democratic Club,3,0
Aliamus,2023-2024,AB-2498,Santa Monicans for Renters' Rights,3,0
Aliamus,2023-2024,AB-2498,SEIU California,3,0
Aliamus,2023-2024,AB-2498,Southern California Rental Housing Association,3,0
Aliamus,2023-2024,AB-2498,UDW/AFSCME Local 3930,3,0
Aliamus,2023-2024,AB-2498,Union Station Homeless Services,3,0
Aliamus,2023-2024,AB-2638,California Housing Consortium,3,0
Aliamus,2023-2024,AB-2638,California Housing Partnership ,3,0
Aliamus,2023-2024,AB-2638,California Housing Partnership Corporation,3,1
Aliamus,2023-2024,AB-2638,Eden Housing ,3,0
Aliamus,2023-2024,AB-2638,Housing California,3,0
Aliamus,2023-2024,AB-2638,LeadingAge California,3,0
Aliamus,2023-2024,AB-2638,Resources for Community Development ,3,0
Aliamus,2023-2024,AB-434,California Apartment Association,3,0
Aliamus,2023-2024,AB-434,California Housing Partnership ,3,0
Aliamus,2023-2024,AB-434,East Bay YIMBY,3,0
Aliamus,2023-2024,AB-434,Grow the Richmond,3,0
Aliamus,2023-2024,AB-434,Housing Action Coalition,3,0
Aliamus,2023-2024,AB-434,Housing Orange County,3,0
Aliamus,2023-2024,AB-434,How to ADU,3,0
Aliamus,2023-2024,AB-434,LeadingAge California ,3,0
Aliamus,2023-2024,AB-434,Mountain View YIMBY,3,0
Aliamus,2023-2024,AB-434,Napa-Solano for Everyone,3,0
Aliamus,2023-2024,AB-434,Northern Neighbors,3,0
Aliamus,2023-2024,AB-434,Peninsula for Everyone,3,0
Aliamus,2023-2024,AB-434,Progress Noe Valley,3,0
Aliamus,2023-2024,AB-434,San Francisco YIMBY,3,0
Aliamus,2023-2024,AB-434,Santa Cruz YIMBY,3,0
Aliamus,2023-2024,AB-434,Santa Rosa YIMBY,3,0
Aliamus,2023-2024,AB-434,South Bay YIMBY,3,0
Aliamus,2023-2024,AB-434,Southside Forward,3,0
Aliamus,2023-2024,AB-434,Ventura County,3,0
Aliamus,2023-2024,AB-434,YIMBY Action,3,0
Aliamus,2023-2024,AB-434,YIMBY Law,3,0
Aliamus,2023-2024,AB-550,National Alliance to End Homelessness,3,0
Aliamus,2023-2024,AB-550,Western Center on Law and Poverty,3,0
Aliamus,2023-2024,AB-785,California Housing Partnership ,3,0
Aliamus,2023-2024,AB-785,California YIMBY,3,0
Aliamus,2023-2024,AB-785,County of Los Angeles Board of Supervisors,3,0
Aliamus,2023-2024,AB-785,East LA Community Corporation,3,0
Aliamus,2023-2024,AB-785,Inner City Law Center,3,0
Aliamus,2023-2024,AB-785,L.A. Family Housing,3,0
Aliamus,2023-2024,AB-785,Los Angeles Homeless Services Authority,3,0
Aliamus,2023-2024,AB-785,Los Angeles Unified School District,3,0
Aliamus,2023-2024,AB-785,Southern California Association of Governments,3,0
Aliamus,2023-2024,AB-785,Southern California Association of Non-Profit Housing,3,0
Aliamus,2023-2024,AB-785,The People Concern ,3,0
Cifuentes,2023-2024,AB-1308,California YIMBY,3,0
Cifuentes,2023-2024,AB-1308,City of Newport Beach,0,0
Cifuentes,2023-2024,AB-1308,City of Pleasanton,0,0
Cifuentes,2023-2024,AB-1308,City of Santa Clarita,0,0
Cifuentes,2023-2024,AB-1308,Habitat for Humanity California,3,0
Cifuentes,2023-2024,AB-1308,Livable California,0,0
Cifuentes,2023-2024,AB-1308,San Francisco Bay Area Planning and Urban Research Association ,3,0
Cifuentes,2023-2024,AB-1308,Valley Industry and Commerce Association ,3,0
Cifuentes,2023-2024,AB-1504,California State Association of Counties,1,0
Cifuentes,2023-2024,AB-1504,FLO Services USA,3,0
Cifuentes,2023-2024,AB-1504,League of California Cities,1,0
Cifuentes,2023-2024,AB-1504,Rural County Representatives of California,1,0
Cifuentes,2023-2024,AB-1878,AIDS Healthcare Foundation,3,0
Cifuentes,2023-2024,AB-1878,"American Planning Association, California Chapter",3,0
Cifuentes,2023-2024,AB-1878,Cahuilla Band of Indians,3,0
Cifuentes,2023-2024,AB-1878,California Housing Partnership ,3,0
Cifuentes,2023-2024,AB-1878,California State Association of Counties,3,0
Cifuentes,2023-2024,AB-1878,California Tribal Business Alliance,3,0
Cifuentes,2023-2024,AB-1878,Cpca Advocates,3,0
Cifuentes,2023-2024,AB-1878,Dry Creek Rancheria Band of Pomo Indians,3,0
Cifuentes,2023-2024,AB-1878,Habematolel Pomo of Upper Lake,3,0
Cifuentes,2023-2024,AB-1878,Pala Band of Mission Indians,3,1
Cifuentes,2023-2024,AB-1878,Smart Justice California,3,0
Cifuentes,2023-2024,AB-1878,YIMBY Action,3,0
Cifuentes,2023-2024,AB-2278,AFSCME,3,0
Cifuentes,2023-2024,AB-2278,California Rental Housing Association,3,1
Cifuentes,2023-2024,AB-2278,City of Alameda,3,0
Cifuentes,2023-2024,AB-2278,Southern California Rental Housing Association,3,0
Cifuentes,2023-2024,AB-2278,Western Center on Law and Poverty,3,0
Cifuentes,2023-2024,AB-2506,California Association of County Treasurers and Tax Collectors,3,0
Cifuentes,2023-2024,AB-2802,ACLU California Action,3,0
Cifuentes,2023-2024,AB-2802,Alliance for Children's Rights,3,0
Cifuentes,2023-2024,AB-2802,Aspiranet,3,0
Cifuentes,2023-2024,AB-2802,California Alliance of Caregivers,3,0
Cifuentes,2023-2024,AB-2802,California Alliance of Child and Family Services,3,0
